Threshold,Precision,Recall,F1
0.3,0.8248696659586793,0.9777981231403067,0.8948470883954754
0.4,0.8462154585502603,0.9672693980315862,0.9027021253871622
0.5,0.8661122661122661,0.9535362783245594,0.9077241529578386
0.6000000000000001,0.8891059027777778,0.9377431906614786,0.9127770970257324
0.7000000000000002,0.9140250855188141,0.9173723964293888,0.9156956819739548
